title,description,city,address,postal_code,start_date,content
LES REGARDS DE L'ICART : FESTIVAL DE COURTS-MÉTRAGES,Les étudiants de l'ICART reviennent pour présenter une nouvelle édition du Festival !,Paris,"6 Rue Péclet, Paris",75015,2026-03-10 19:45:00+00:00,"Evenement : LES REGARDS DE L'ICART : FESTIVAL DE COURTS-MÉTRAGES. Lieu : 6 Rue Péclet, Paris, Paris. Date : 10/03/2026. Description : Les étudiants de l'ICART reviennent pour présenter une nouvelle édition du Festival !"
LES CLINS D'OEIL DE L'ICART : FESTIVAL DE TRÈS COURTS-MÉTRAGES,Les étudiants de l'ICART présentent le très court-métrage dans le cadre d'un Festival unique !,Paris,"6 Rue Péclet, Paris",75015,2026-03-10 19:45:00+00:00,"Evenement : LES CLINS D'OEIL DE L'ICART : FESTIVAL DE TRÈS COURTS-MÉTRAGES. Lieu : 6 Rue Péclet, Paris, Paris. Date : 10/03/2026. Description : Les étudiants de l'ICART présentent le très court-métrage dans le cadre d'un Festival unique !"
Ciné club des Cahiers • 10 Mars,DANS LA COUR de Pierre Salvadori,Paris,"13, rue Victor-Cousin, Paris",75005,2026-03-10 19:00:00+00:00,"Evenement : Ciné club des Cahiers • 10 Mars. Lieu : 13, rue Victor-Cousin, Paris, Paris. Date : 10/03/2026. Description : DANS LA COUR de Pierre Salvadori"
Prix Croire au Cinéma - L'EVANGILE DE LA REVOLUTION,Projection exceptionnelle du film dans le cadre de la remise du Prix Croire au Cinéma 2026,Paris,"98 Bd du Montparnasse, Paris",75014,2026-03-10 19:00:00+00:00,"Evenement : Prix Croire au Cinéma - L'EVANGILE DE LA REVOLUTION. Lieu : 98 Bd du Montparnasse, Paris, Paris. Date : 10/03/2026. Description : Projection exceptionnelle du film dans le cadre de la remise du Prix Croire au Cinéma 2026"
Les petites marguerites de Véra Chytilova (1966),"Elles sont jeunes, libres et effrontées, mais s'ennuient dans leur chambre. Marie la brune et Marie la blonde, maudissant un monde corrompu et vermoulu par de vieux codes, décident de l'attaquer de front en devenant aussi dépravées que lui.",Paris,"24 Place Denfert-Rochereau, 75014 Paris",75014,2026-03-10 19:30:00+00:00,"Evenement : Les petites marguerites de Véra Chytilova (1966). Lieu : 24 Place Denfert-Rochereau, 75014 Paris, Paris. Date : 10/03/2026. Description : Elles sont jeunes, libres et effrontées, mais s'ennuient dans leur chambre. Marie la brune et Marie la blonde, maudissant un monde corrompu et vermoulu par de vieux codes, décident de l'attaquer de front en devenant aussi dépravées que lui."
BERGER/SANSON: QUELQUES MOTS D'AMOUR EN RAPPELS,"[](https://mothersealmusic.com)

Dans le sillon de leur spectacle *Toute une vie sans se voir* qui met en scène un opéra pop autour des chansons de Véronique Sanson et Michel Berger, Julie Rousseau et Bastien Lucas continuent leur exploration de cette correspondance en chansons pour en dévoiler de nouveaux trésors avec cette fois pour but le plaisir simple du concert. Ils partagent ainsi par d'autres titres les coulisses du travail d'arrangement à deux pianos et de la mise en relief de ce dialogue. Une soirée entière de rappels !

[Facebook](https://www.facebook.com/Touteuneviesanssevoir) [Instagram](https://www.instagram.com/touteunevie_sans_sevoir/)

Crédit photo :Alice Daguzé",Paris,124 avenue de la république 75011 paris,75011,2026-03-09 19:30:00+00:00,"Evenement : BERGER/SANSON: QUELQUES MOTS D'AMOUR EN RAPPELS. Lieu : 124 avenue de la république 75011 paris, Paris. Date : 09/03/2026. Description : [](https://mothersealmusic.com)

Dans le sillon de leur spectacle *Toute une vie sans se voir* qui met en scène un opéra pop autour des chansons de Véronique Sanson et Michel Berger, Julie Rousseau et Bastien Lucas continuent leur exploration de cette correspondance en chansons pour en dévoiler de nouveaux trésors avec cette fois pour but le plaisir simple du concert. Ils partagent ainsi par d'autres titres les coulisses du travail d'arrangement à deux pianos et de la mise en relief de ce dialogue. Une soirée entière de rappels !

[Facebook](https://www.facebook.com/Touteuneviesanssevoir) [Instagram](https://www.instagram.com/touteunevie_sans_sevoir/)

Crédit photo :Alice Daguzé"
7 JOURS - SOIRÉE ATTAC,Une soirée débat en présence de l'association ATTAC !,Paris,"6 Rue Péclet, Paris",75015,2026-03-09 19:30:00+00:00,"Evenement : 7 JOURS - SOIRÉE ATTAC. Lieu : 6 Rue Péclet, Paris, Paris. Date : 09/03/2026. Description : Une soirée débat en présence de l'association ATTAC !"
La Danse des Lettres de Mme de Sévigné,"Aléas de vie et de cour d'une femme d'esprit...

On imagine souvent la Marquise de Sévigné « collée"" à sa table la plume à la main, écrivant à sa fille très (trop?) chérie, ""la meilleure danseuse de la cour"" mais aussi à son cousin favori Bussy-Rabutin ou à d'autres comme l'ambassadeur Mr de Pomponne…

Mais l'on découvre qu'elle observe, au centre de la cour, dans le tourbillon des salons, à Paris ou lors de ses voyages en Bretagne ou pour les eaux d'Auvergne, les anecdotes et faits historiques les plus plaisants ou les plus tragiques, qu'elle décrit dans un mouvement aussi vif que les danses et les danseurs qu'elle admire en région : ""Des paysans ! Des Paysannes ! Une Bourrée ! J'en suis folle ! ""

Christine Bayle : chorégraphe, danseuse, comédienne, auteur et conférencière, se passionne pour les danses anciennes et le baroque, et crée « Ris et Danceries » avec Francine Lancelot en 1977 après une carrière de danseuse soliste (Opéra de Hambourg avec Peter Van Dyk et Balanchine), puis de comédienne (Jeune Théâtre). En 1983, elle fonde « L’Éclat des Muses » puis en 2014, « Cie Belles dances » dont les créations et les recherches (dans la découverte de styles inconnus du début 17ᵉ siècle avec Aides au Projet et plusieurs Bourses de recherche du CnD-Ministère de la Culture) se distinguent par des mises en scène entre danse, musique et théâtre, musiciens toujours ""live"" en scène. Membre de ProDA, CIRRAS, ACRAS.

Irène Feste : danseuse de formation classique, chorégraphe, pédagogue spécialisée dans les danses anciennes de la Renaissance à la fin du XIXᵉ siècle, elle se produit avec plusieurs compagnies en France et en Europe (Danses au (Pas)sé, L'Éclat des Muses, Cie Belles Dances, Les Corps Éloquents, Divertimenty...). Elle a reçu plusieurs bourses de recherche du Centre national de la Danse sur la danse de salon et la danse théâtrale françaises du XIXe siècle (Jean-Henri Gourdoux-Daux, Michel Saint-Léon, Jean-Etienne Despréaux).

Cie Belles Dances et Danses au Pas(sé)",Paris,6 rue Wurtz,75013,2026-03-08 17:00:00+00:00,"Evenement : La Danse des Lettres de Mme de Sévigné. Lieu : 6 rue Wurtz, Paris. Date : 08/03/2026. Description : Aléas de vie et de cour d'une femme d'esprit...

On imagine souvent la Marquise de Sévigné « collée"" à sa table la plume à la main, écrivant à sa fille très (trop?) chérie, ""la meilleure danseuse de la cour"" mais aussi à son cousin favori Bussy-Rabutin ou à d'autres comme l'ambassadeur Mr de Pomponne…

Mais l'on découvre qu'elle observe, au centre de la cour, dans le tourbillon des salons, à Paris ou lors de ses voyages en Bretagne ou pour les eaux d'Auvergne, les anecdotes et faits historiques les plus plaisants ou les plus tragiques, qu'elle décrit dans un mouvement aussi vif que les danses et les danseurs qu'elle admire en région : ""Des paysans ! Des Paysannes ! Une Bourrée ! J'en suis folle ! ""

Christine Bayle : chorégraphe, danseuse, comédienne, auteur et conférencière, se passionne pour les danses anciennes et le baroque, et crée « Ris et Danceries » avec Francine Lancelot en 1977 après une carrière de danseuse soliste (Opéra de Hambourg avec Peter Van Dyk et Balanchine), puis de comédienne (Jeune Théâtre). En 1983, elle fonde « L’Éclat des Muses » puis en 2014, « Cie Belles dances » dont les créations et les recherches (dans la découverte de styles inconnus du début 17ᵉ siècle avec Aides au Projet et plusieurs Bourses de recherche du CnD-Ministère de la Culture) se distinguent par des mises en scène entre danse, musique et théâtre, musiciens toujours ""live"" en scène. Membre de ProDA, CIRRAS, ACRAS.

Irène Feste : danseuse de formation classique, chorégraphe, pédagogue spécialisée dans les danses anciennes de la Renaissance à la fin du XIXᵉ siècle, elle se produit avec plusieurs compagnies en France et en Europe (Danses au (Pas)sé, L'Éclat des Muses, Cie Belles Dances, Les Corps Éloquents, Divertimenty...). Elle a reçu plusieurs bourses de recherche du Centre national de la Danse sur la danse de salon et la danse théâtrale françaises du XIXe siècle (Jean-Henri Gourdoux-Daux, Michel Saint-Léon, Jean-Etienne Despréaux).

Cie Belles Dances et Danses au Pas(sé)"
Festival créole,"Une envie de NOUVEAUTE et de vous échapper.  
Le brunch 100% Haitien est pour vous.  
Venez découvrir des spécialités D’haiti:  
Akassan  
Pitimi  
May moulen  
Chocolat Haitien  
Café Haitien  
Omelette faite a l'haïtienne  
Rizdjondjon  
Cabri  
Pikliss  
Info: [0651967351](tel:0651967351)",Paris,50 bd de strasbourg 75010 paris,75010,2026-03-08 11:00:00+00:00,"Evenement : Festival créole. Lieu : 50 bd de strasbourg 75010 paris, Paris. Date : 08/03/2026. Description : Une envie de NOUVEAUTE et de vous échapper.  
Le brunch 100% Haitien est pour vous.  
Venez découvrir des spécialités D’haiti:  
Akassan  
Pitimi  
May moulen  
Chocolat Haitien  
Café Haitien  
Omelette faite a l'haïtienne  
Rizdjondjon  
Cabri  
Pikliss  
Info: [0651967351](tel:0651967351)"
Mama Khan - Le chant de la terre Lakota - États-Unis d'Amérique,"Contes et chants des Sioux Lakota - Mama Khan, la grand-mère, raconte la création du monde et de ses merveilles. De notre Mère la Terre, elle vous transmettra les messages reçus en terre Lakota. La tortue lui a offert un tambour. Le corbeau lui a enseigné la liberté. Le pivert lui a transmis l’art de la flûte. Le bison l’a prise sur son dos afin de lui permettre de voir toute la beauté du monde. L’aigle l’a déposée au sommet des montagnes et lui a fait don de la magie des mots et du silence.

Un spectacle qui a reçu le “Prix P’tit Molière Meilleure seule en scène”",Paris,6 rue Wurtz,75013,2026-03-08 14:00:00+00:00,"Evenement : Mama Khan - Le chant de la terre Lakota - États-Unis d'Amérique. Lieu : 6 rue Wurtz, Paris. Date : 08/03/2026. Description : Contes et chants des Sioux Lakota - Mama Khan, la grand-mère, raconte la création du monde et de ses merveilles. De notre Mère la Terre, elle vous transmettra les messages reçus en terre Lakota. La tortue lui a offert un tambour. Le corbeau lui a enseigné la liberté. Le pivert lui a transmis l’art de la flûte. Le bison l’a prise sur son dos afin de lui permettre de voir toute la beauté du monde. L’aigle l’a déposée au sommet des montagnes et lui a fait don de la magie des mots et du silence.

Un spectacle qui a reçu le “Prix P’tit Molière Meilleure seule en scène”"
Ciné Rosa • 8 Mars,Séance spéciale : BEL AMI de Jun Geng,Paris,"13, rue Victor-Cousin, Paris",75005,2026-03-08 10:30:00+00:00,"Evenement : Ciné Rosa • 8 Mars. Lieu : 13, rue Victor-Cousin, Paris, Paris. Date : 08/03/2026. Description : Séance spéciale : BEL AMI de Jun Geng"
Visite conférence - Les femmes de l'Arc,"A l'occasion de la Journée internationale des droits des femmes, le dimanche 8 mars 2026, l’Arc de Triomphe accueille une visite-conférence exceptionnelle animée par un guide conférencier de L’Échappée Belle.

Cette visite propose un regard inédit sur les femmes liées à l’histoire du monument, qu’elles aient été figures historiques, sources d’inspiration ou actrices parfois méconnues des grands récits nationaux. À travers anecdotes, analyses historiques et lectures symboliques, le guide mettra en lumière la place des femmes dans la mémoire collective incarnée par l’Arc de Triomphe.

Une occasion unique de (re)découvrir ce monument emblématique !",Paris,Place Charles de Gaulle 75008 Paris,75008,2026-03-08 11:00:00+00:00,"Evenement : Visite conférence - Les femmes de l'Arc. Lieu : Place Charles de Gaulle 75008 Paris, Paris. Date : 08/03/2026. Description : A l'occasion de la Journée internationale des droits des femmes, le dimanche 8 mars 2026, l’Arc de Triomphe accueille une visite-conférence exceptionnelle animée par un guide conférencier de L’Échappée Belle.

Cette visite propose un regard inédit sur les femmes liées à l’histoire du monument, qu’elles aient été figures historiques, sources d’inspiration ou actrices parfois méconnues des grands récits nationaux. À travers anecdotes, analyses historiques et lectures symboliques, le guide mettra en lumière la place des femmes dans la mémoire collective incarnée par l’Arc de Triomphe.

Une occasion unique de (re)découvrir ce monument emblématique !"
Journée internationale des droits des femmes,Sélection de films,Paris,"100, rue Mouffetard, Paris",75005,2026-03-07 23:00:00+00:00,"Evenement : Journée internationale des droits des femmes. Lieu : 100, rue Mouffetard, Paris, Paris. Date : 07/03/2026. Description : Sélection de films"
Fééries d'Asie - Contes musicaux dansés,"""Fééries d’Asie"" déroule le fil de récits merveilleux, issus de différentes cultures d’Asie, où trois arts, parole, danse et musique, se tressent pour ce voyage à écouter avec les yeux.

Partons en Himalaya où un rêve brodé devient réalité, au Japon où une lanterne éclaire ce que nous ne pouvons voir, sous le ciel d’Indonésie qui panse les maux de la terre, ou en Chine grâce au son cristallin d’une clochette qui accompagne la danse de la vie…",Paris,6 rue Wurtz,75013,2026-03-07 19:30:00+00:00,"Evenement : Fééries d'Asie - Contes musicaux dansés. Lieu : 6 rue Wurtz, Paris. Date : 07/03/2026. Description : ""Fééries d’Asie"" déroule le fil de récits merveilleux, issus de différentes cultures d’Asie, où trois arts, parole, danse et musique, se tressent pour ce voyage à écouter avec les yeux.

Partons en Himalaya où un rêve brodé devient réalité, au Japon où une lanterne éclaire ce que nous ne pouvons voir, sous le ciel d’Indonésie qui panse les maux de la terre, ou en Chine grâce au son cristallin d’une clochette qui accompagne la danse de la vie…"
SORTIE ASSOCIATION PARIS 7 MARS 2026,"RENDEZ-VOUS 
8H00 MAISON TAILLEUR (COTE PARKING PONT CIPIERE )
8H00 DÉPART DE MAINTENON
10H00 VISITE DU MUSÉE BALZAC PARIS 16
12H30 DÉJEUNER PARC DE PASSY
14H30 CONCERT LES CLEFS DE L'ORCHESTRE PHILHARMONIE DE RADIO FRANCE
16H30 FIN CONCERT
17H30  DÉPART DE PARIS 
18H30 ARRIVÉE MAINTENON",PARIS 16,"116 AVENUE DU PRESIDENT KENEDY  , 75016 PARIS 16",75016,2026-03-07 07:00:00+00:00,"Evenement : SORTIE ASSOCIATION PARIS 7 MARS 2026. Lieu : 116 AVENUE DU PRESIDENT KENEDY  , 75016 PARIS 16, PARIS 16. Date : 07/03/2026. Description : RENDEZ-VOUS 
8H00 MAISON TAILLEUR (COTE PARKING PONT CIPIERE )
8H00 DÉPART DE MAINTENON
10H00 VISITE DU MUSÉE BALZAC PARIS 16
12H30 DÉJEUNER PARC DE PASSY
14H30 CONCERT LES CLEFS DE L'ORCHESTRE PHILHARMONIE DE RADIO FRANCE
16H30 FIN CONCERT
17H30  DÉPART DE PARIS 
18H30 ARRIVÉE MAINTENON"
In the Half-Light,"Marquée par une attention particulière portée au corps et aux relations entre pratiques et contextes, la restitution rend compte d’un temps d’expérimentation unique à savoir les six mois de résidence passés à la Cité internationale des arts dans le cadre du programme In situ. Ici les œuvres sont encore en cours d’élaboration et ouvertes à l’exploration, interrogeant les notions d’action, de résistance et de solidarité.

Le titre évoque métaphoriquement un moment précis de lumière, traversé par l’urgence et la fragilité, où les perceptions se brouillent, les significations deviennent instables et la pratique artistique émerge.

In situ est un programme de résidence pluridisciplinaire co-construit avec la Fondation Daniel et Nina Carasso qui a pour volonté d’être à la fois un temps et un espace de rencontres, de recherche, de travail individuel et collectif au cœur même de la Cité internationale des arts, mais aussi un atelier de production de savoirs et d’œuvres.

Avec les lauréats 2025-2026, In the Half-Light présente des œuvres Daniel de la Barra, Yana Nafysa Dombrowsky-M’baye, Carlos Fer, Nadia Guerroui, Zhuang Han, Alexandra Kadzevich, Martha Kotsia, Reyhan Lál, Felipe Romero Beltrán, Beatrice Zaidenberg

**Du 26 février 2026 au 7 mars 2026**  
**Vernissage – mercredi 25 février 2026, de 18h à 21h**  
**Du mercredi au samedi de 14h à 19h**  
  
**➜ Galerie**  
**Site du Marais | Cité internationale des arts**",Paris,"18, rue de l'Hôtel de ville, 75004",75004,2026-03-07 13:00:00+00:00,"Evenement : In the Half-Light. Lieu : 18, rue de l'Hôtel de ville, 75004, Paris. Date : 07/03/2026. Description : Marquée par une attention particulière portée au corps et aux relations entre pratiques et contextes, la restitution rend compte d’un temps d’expérimentation unique à savoir les six mois de résidence passés à la Cité internationale des arts dans le cadre du programme In situ. Ici les œuvres sont encore en cours d’élaboration et ouvertes à l’exploration, interrogeant les notions d’action, de résistance et de solidarité.

Le titre évoque métaphoriquement un moment précis de lumière, traversé par l’urgence et la fragilité, où les perceptions se brouillent, les significations deviennent instables et la pratique artistique émerge.

In situ est un programme de résidence pluridisciplinaire co-construit avec la Fondation Daniel et Nina Carasso qui a pour volonté d’être à la fois un temps et un espace de rencontres, de recherche, de travail individuel et collectif au cœur même de la Cité internationale des arts, mais aussi un atelier de production de savoirs et d’œuvres.

Avec les lauréats 2025-2026, In the Half-Light présente des œuvres Daniel de la Barra, Yana Nafysa Dombrowsky-M’baye, Carlos Fer, Nadia Guerroui, Zhuang Han, Alexandra Kadzevich, Martha Kotsia, Reyhan Lál, Felipe Romero Beltrán, Beatrice Zaidenberg

**Du 26 février 2026 au 7 mars 2026**  
**Vernissage – mercredi 25 février 2026, de 18h à 21h**  
**Du mercredi au samedi de 14h à 19h**  
  
**➜ Galerie**  
**Site du Marais | Cité internationale des arts**"
Atelier créatif - Collier jean,"**Atelier créatif - Collier jean**
----------------------------------

### _Venez créer vos propres bijoux en upcycling !_

Confectionnez d'élégants tours de cou faits à partir de jeans. Réemployez le tissu du jean, tout en réalisant de beaux colliers cousus à la main.  
\- niveau débutant - matériel fourni -

### _Infos pratiques_

**LIEU**  
L'Atelier de La Ressourcerie Créative, 95 avenue du Général Leclerc, 75014 Paris  
**HORAIRE**  
Samedi 07 mars • 14h30 - 17h30

[\> S'inscrire ici !](https://www.laressourceriecreative.com/ateliersgrandpublic)",Paris,"95 avenue du Général Leclerc, 75014 Paris",75014,2026-03-07 13:30:00+00:00,"Evenement : Atelier créatif - Collier jean. Lieu : 95 avenue du Général Leclerc, 75014 Paris, Paris. Date : 07/03/2026. Description : **Atelier créatif - Collier jean**
----------------------------------

### _Venez créer vos propres bijoux en upcycling !_

Confectionnez d'élégants tours de cou faits à partir de jeans. Réemployez le tissu du jean, tout en réalisant de beaux colliers cousus à la main.  
\- niveau débutant - matériel fourni -

### _Infos pratiques_

**LIEU**  
L'Atelier de La Ressourcerie Créative, 95 avenue du Général Leclerc, 75014 Paris  
**HORAIRE**  
Samedi 07 mars • 14h30 - 17h30

[\> S'inscrire ici !](https://www.laressourceriecreative.com/ateliersgrandpublic)"
Visite-atelier adulte : L'art de la passementerie,Réalisez vos propres bracelets en passementerie en compagnie d'une tisserande d'art !,Paris,"2, Place de la Concorde 75008 Paris",75008,2026-03-07 14:00:00+00:00,"Evenement : Visite-atelier adulte : L'art de la passementerie. Lieu : 2, Place de la Concorde 75008 Paris, Paris. Date : 07/03/2026. Description : Réalisez vos propres bracelets en passementerie en compagnie d'une tisserande d'art !"
Initiation à l'aquarelle dans les salons d'apparat,Profitez d'un décor somptueux et d'une vue exceptionnelle pour vous initier à l'aquarelle !,Paris,"2, Place de la Concorde 75008 Paris",75008,2026-03-07 11:00:00+00:00,"Evenement : Initiation à l'aquarelle dans les salons d'apparat. Lieu : 2, Place de la Concorde 75008 Paris, Paris. Date : 07/03/2026. Description : Profitez d'un décor somptueux et d'une vue exceptionnelle pour vous initier à l'aquarelle !"
Visite-atelier famille : L'art de la passementerie,"En famille, réalisez vos propres bracelets en passementerie sur des petits métiers à tisser !",Paris,"2, Place de la Concorde 75008 Paris",75008,2026-03-07 10:30:00+00:00,"Evenement : Visite-atelier famille : L'art de la passementerie. Lieu : 2, Place de la Concorde 75008 Paris, Paris. Date : 07/03/2026. Description : En famille, réalisez vos propres bracelets en passementerie sur des petits métiers à tisser !"
Cours konpa + soirée + manger Haitien,"Tous les vendredis;  
Venez apprendre la danse konpa;  
20h30-21h30  
Le cours est suivi d'une soirée histoire de mettre en pratique le cours  
Possibilité de manger Haitien sur place  
Info: [0651967351](tel:0651967351)",Paris,291 rue saint denis 75002 Paris,75002,2026-03-06 20:00:00+00:00,"Evenement : Cours konpa + soirée + manger Haitien. Lieu : 291 rue saint denis 75002 Paris, Paris. Date : 06/03/2026. Description : Tous les vendredis;  
Venez apprendre la danse konpa;  
20h30-21h30  
Le cours est suivi d'une soirée histoire de mettre en pratique le cours  
Possibilité de manger Haitien sur place  
Info: [0651967351](tel:0651967351)"
Cours de danse konpa + soirée à Paris: Mardi et Vendredi,"Tous les vendredis à Paris et tous les mardis:  
Cours de danse konpa  
Soirée gratuite  
Possibilité de manger Haitien sur place  
Info: [0651967351](tel:0651967351)  
Nos précédents événements en vidéo:  
_**CROISIERE**_: [https://www.instagram.com/p/C58-IpxoX6g/?next=%2F](https://www.instagram.com/p/C58-IpxoX6g/?next=%2F)  
_**COURS DE KONPA**_: [https://www.instagram.com/p/C\_7p7OpoO-n/?next=%2F](https://www.instagram.com/p/C_7p7OpoO-n/?next=%2F)  
_**PLEIN AIR**_: [https://www.instagram.com/p/C5x4N4jI5cv/?next=%2F](https://www.instagram.com/p/C5x4N4jI5cv/?next=%2F)[https://www.instagram.com/p/C5x4N4jI5cv/?next=%2F](https://www.instagram.com/p/C5x4N4jI5cv/?next=%2F)  
_**MARDI KONPA**_: [https://www.instagram.com/p/C-7uPm2If-6/?next=%2F](https://www.instagram.com/p/C-7uPm2If-6/?next=%2F)",Paris,291 rue saint denis 75002 Paris,75002,2026-03-06 19:00:00+00:00,"Evenement : Cours de danse konpa + soirée à Paris: Mardi et Vendredi. Lieu : 291 rue saint denis 75002 Paris, Paris. Date : 06/03/2026. Description : Tous les vendredis à Paris et tous les mardis:  
Cours de danse konpa  
Soirée gratuite  
Possibilité de manger Haitien sur place  
Info: [0651967351](tel:0651967351)  
Nos précédents événements en vidéo:  
_**CROISIERE**_: [https://www.instagram.com/p/C58-IpxoX6g/?next=%2F](https://www.instagram.com/p/C58-IpxoX6g/?next=%2F)  
_**COURS DE KONPA**_: [https://www.instagram.com/p/C\_7p7OpoO-n/?next=%2F](https://www.instagram.com/p/C_7p7OpoO-n/?next=%2F)  
_**PLEIN AIR**_: [https://www.instagram.com/p/C5x4N4jI5cv/?next=%2F](https://www.instagram.com/p/C5x4N4jI5cv/?next=%2F)[https://www.instagram.com/p/C5x4N4jI5cv/?next=%2F](https://www.instagram.com/p/C5x4N4jI5cv/?next=%2F)  
_**MARDI KONPA**_: [https://www.instagram.com/p/C-7uPm2If-6/?next=%2F](https://www.instagram.com/p/C-7uPm2If-6/?next=%2F)"
Ruses de Femmes - Maroc - Conte dansé,"Quand les femmes manipulent les hommes, les envoûtent et triomphent avec malice : pas pour le pouvoir, mais pour une vie de partage et d’amour. Il sera question du sultan qui aimait tellement les devinettes qu’il en a fait un critère de sélection pour ses vizirs et ses conseillers. Un homme avisé a sillonné le monde pour répertorier les ruses des femmes, mais il en a oublié une et pas la moindre…

Camélia Montassere Née au Maroc, arrivée en France à l'âge de 12 ans, Camélia entame son parcours avec la danse classique, avant de s'ouvrir à d'autres danses, comme le modern-jazz, la danse contemporaine ou encore le hip-hop. Après être passée sur les scènes internationales, son travail se base aujourd'hui sur la transe. Pont entre Orient et Occident, tradition et modernité, sa danse est un atelier d'exploration du corps dans tous ses états.

Halima Hamdane Née au Maroc où elle est nourrie dès l'enfance par les histoires racontées par sa grand-mère, Halima poursuit des études littéraires et devient professeure de français, écrivant en parallèle. Elle change de trajectoire après sa rencontre avec le conteur Henri Gougeaud, et quitte l'enseignement pour se consacrer à ses deux passions : la littérature orale qu'elle partage avec les spectateurs, et l'exploration de la langue par l'écriture.

Dans le cadre de la journée de la Femme",Paris,6 rue Wurtz,75013,2026-03-06 19:30:00+00:00,"Evenement : Ruses de Femmes - Maroc - Conte dansé. Lieu : 6 rue Wurtz, Paris. Date : 06/03/2026. Description : Quand les femmes manipulent les hommes, les envoûtent et triomphent avec malice : pas pour le pouvoir, mais pour une vie de partage et d’amour. Il sera question du sultan qui aimait tellement les devinettes qu’il en a fait un critère de sélection pour ses vizirs et ses conseillers. Un homme avisé a sillonné le monde pour répertorier les ruses des femmes, mais il en a oublié une et pas la moindre…

Camélia Montassere Née au Maroc, arrivée en France à l'âge de 12 ans, Camélia entame son parcours avec la danse classique, avant de s'ouvrir à d'autres danses, comme le modern-jazz, la danse contemporaine ou encore le hip-hop. Après être passée sur les scènes internationales, son travail se base aujourd'hui sur la transe. Pont entre Orient et Occident, tradition et modernité, sa danse est un atelier d'exploration du corps dans tous ses états.

Halima Hamdane Née au Maroc où elle est nourrie dès l'enfance par les histoires racontées par sa grand-mère, Halima poursuit des études littéraires et devient professeure de français, écrivant en parallèle. Elle change de trajectoire après sa rencontre avec le conteur Henri Gougeaud, et quitte l'enseignement pour se consacrer à ses deux passions : la littérature orale qu'elle partage avec les spectateurs, et l'exploration de la langue par l'écriture.

Dans le cadre de la journée de la Femme"
Stage - Interpréter sur scène une œuvre chantée dans les musiques actuelles – Parcours intensif,"**Stage - Interpréter sur scène une œuvre chantée dans les musiques actuelles – Parcours intensif**  
Préparez-vous à la scène ! 3 semaines en petit groupe pour créer, expérimenter et partager des techniques d'interprétation dans les conditions réelles d'un concert.",Paris,124 avenue de la république 75011 paris,75011,2026-03-06 09:00:00+00:00,"Evenement : Stage - Interpréter sur scène une œuvre chantée dans les musiques actuelles – Parcours intensif. Lieu : 124 avenue de la république 75011 paris, Paris. Date : 06/03/2026. Description : **Stage - Interpréter sur scène une œuvre chantée dans les musiques actuelles – Parcours intensif**  
Préparez-vous à la scène ! 3 semaines en petit groupe pour créer, expérimenter et partager des techniques d'interprétation dans les conditions réelles d'un concert."
Stage - Perfectionnement du Parolier de Chanson,"**Stage - Perfectionnement du Parolier de Chanson**  
Plongez au cœur de l’écriture de chansons ! Une formation immersive de 2 semaines pour perfectionner votre plume, explorer de nouvelles approches créatives et expérimenter les conditions réelles d’une collaboration artistique.",Paris,124 avenue de la république 75011 paris,75011,2026-03-06 09:00:00+00:00,"Evenement : Stage - Perfectionnement du Parolier de Chanson. Lieu : 124 avenue de la république 75011 paris, Paris. Date : 06/03/2026. Description : **Stage - Perfectionnement du Parolier de Chanson**  
Plongez au cœur de l’écriture de chansons ! Une formation immersive de 2 semaines pour perfectionner votre plume, explorer de nouvelles approches créatives et expérimenter les conditions réelles d’une collaboration artistique."
Atelier enfant - Portraits d'animaux,"**Atelier enfant - Portraits d'animaux**
----------------------------------------

### _Venez créer le portrait de votre animal préféré !_

Choisissez votre compagnon, peignez/dessinez ses couleurs, ajoutez ses yeux et des petites touches rigolotes. Et voilà, vous obtiendrez un portait unique et personnalisé !  
\- niveau débutant - matériels fournis -

### _Infos pratiques_

De 6 à 14 ans  
Les enfants doivent obligatoirement être accompagnés d'un adulte  
Les adultes doivent également s'inscrire (gratuit)  
**LIEU**  
L'Atelier de La Ressourcerie Créative, 95 avenue du Général Leclerc, 75014 Paris  
**HORAIRES**  
Vendredi 06 mars • 14h30 - 17h00

[\> S'inscrire ici !](https://www.laressourceriecreative.com/les-ateliers-vacances-creatives)",Paris,"95 avenue du Général Leclerc, 75014 Paris",75014,2026-03-06 13:30:00+00:00,"Evenement : Atelier enfant - Portraits d'animaux. Lieu : 95 avenue du Général Leclerc, 75014 Paris, Paris. Date : 06/03/2026. Description : **Atelier enfant - Portraits d'animaux**
----------------------------------------

### _Venez créer le portrait de votre animal préféré !_

Choisissez votre compagnon, peignez/dessinez ses couleurs, ajoutez ses yeux et des petites touches rigolotes. Et voilà, vous obtiendrez un portait unique et personnalisé !  
\- niveau débutant - matériels fournis -

### _Infos pratiques_

De 6 à 14 ans  
Les enfants doivent obligatoirement être accompagnés d'un adulte  
Les adultes doivent également s'inscrire (gratuit)  
**LIEU**  
L'Atelier de La Ressourcerie Créative, 95 avenue du Général Leclerc, 75014 Paris  
**HORAIRES**  
Vendredi 06 mars • 14h30 - 17h00

[\> S'inscrire ici !](https://www.laressourceriecreative.com/les-ateliers-vacances-creatives)"
